Barrio;Distrito;Room Type;Accommodates;Bathrooms;Price;Cleaning Fee;Extra People;Minimum Nights;Availability 30;Review Scores Rating;Cancellation Policy;image_path
52.166666666666664;42.65909090909091;32.39297210300429;1;1.0;30.0;0.0;0;1;30;94.0;48.861111111111114;model/images\image-4131994.jpg
34.3921568627451;35.107883817427386;32.39297210300429;1;1.0;13.0;10.0;0;5;0;100.0;57.50543900543901;model/images\image-13589559.jpg
35.26712328767123;32.661921708185055;32.39297210300429;2;1.0;16.0;10.0;8;1;21;91.0;61.91305785123967;model/images\image-14065306.jpg
61.69064748201439;62.620535714285715;32.39297210300429;2;1.0;20.0;10.0;8;3;1;91.97563176895306;48.861111111111114;model/images\image-17693592.jpg
45.4;42.5;76.61518093556928;2;1.0;40.0;0.0;0;3;12;91.97563176895306;48.861111111111114;model/images\image-18031154.jpg
61.69064748201439;62.620535714285715;32.39297210300429;1;1.0;40.0;0.0;15;4;7;91.0;61.91305785123967;model/images\image-13966451.jpg
62.35;63.680851063829785;32.39297210300429;1;1.0;15.0;0.0;0;7;7;91.97563176895306;48.861111111111114;model/images\image-17326936.jpg
53.37840290381125;62.620535714285715;76.61518093556928;3;1.0;50.0;10.0;10;3;0;90.0;57.50543900543901;model/images\image-16505879.jpg
61.69064748201439;62.620535714285715;76.61518093556928;2;1.0;68.0;16.0;15;2;10;95.0;61.91305785123967;model/images\image-4403346.jpg
74.50344827586207;68.73872180451127;32.39297210300429;2;2.0;55.0;30.0;0;2;17;100.0;57.50543900543901;model/images\image-16184150.jpg
90.16071428571429;68.73872180451127;76.61518093556928;2;1.0;60.0;0.0;0;1;7;91.97563176895306;48.861111111111114;model/images\image-3613370.jpg
28.903225806451612;32.661921708185055;32.39297210300429;1;1.0;19.0;0.0;0;1;0;100.0;48.861111111111114;model/images\image-12992434.jpg
61.69064748201439;62.620535714285715;32.39297210300429;2;1.0;95.0;5.0;0;2;0;91.97563176895306;48.861111111111114;model/images\image-13667341.jpg
65.49375;62.620535714285715;32.39297210300429;2;1.0;25.0;0.0;0;3;2;91.97563176895306;48.861111111111114;model/images\image-14071630.jpg
62.6;57.91588785046729;76.61518093556928;4;2.0;124.0;29.0;19;3;0;95.0;61.91305785123967;model/images\image-2896744.jpg
72.5973282442748;62.620535714285715;32.39297210300429;2;1.0;39.0;0.0;18;2;5;96.0;57.50543900543901;model/images\image-16251893.jpg
59.074074074074076;58.2013769363167;76.61518093556928;4;2.0;80.0;20.0;0;2;3;98.0;48.861111111111114;model/images\image-11667175.jpg
37.351351351351354;47.84858044164038;32.39297210300429;2;1.0;22.0;0.0;0;1;0;91.97563176895306;48.861111111111114;model/images\image-16969647.jpg
32.583333333333336;42.639405204460964;32.39297210300429;1;1.0;25.0;0.0;0;1;26;96.0;57.50543900543901;model/images\image-4723101.jpg
43.27272727272727;39.84090909090909;32.39297210300429;2;1.0;18.0;8.0;13;1;21;93.0;57.50543900543901;model/images\image-15995740.jpg
44.4537037037037;42.639405204460964;32.39297210300429;1;1.0;24.0;0.0;0;1;11;100.0;48.861111111111114;model/images\image-16551075.jpg
61.69064748201439;62.620535714285715;76.61518093556928;4;1.0;47.0;30.0;6;2;3;89.0;61.91305785123967;model/images\image-10327338.jpg
43.26315789473684;42.5;32.39297210300429;2;1.0;50.0;0.0;15;1;0;100.0;48.861111111111114;model/images\image-9667415.jpg
72.5973282442748;62.620535714285715;32.39297210300429;2;1.0;65.0;0.0;0;1;0;100.0;48.861111111111114;model/images\image-1685502.jpg
44.4537037037037;42.639405204460964;32.39297210300429;2;1.0;45.0;0.0;0;1;30;83.0;57.50543900543901;model/images\image-4082994.jpg
41.53061224489796;35.107883817427386;76.61518093556928;2;1.0;59.0;20.0;0;14;3;93.0;61.91305785123967;model/images\image-16146747.jpg
72.5973282442748;62.620535714285715;76.61518093556928;6;2.0;140.0;40.0;20;3;8;100.0;61.91305785123967;model/images\image-16248184.jpg
39.911764705882355;42.65909090909091;32.39297210300429;1;1.0;23.0;8.0;0;2;9;94.0;61.91305785123967;model/images\image-4928635.jpg
49.83695652173913;60.36462093862816;76.61518093556928;5;1.0;85.0;0.0;8;2;12;100.0;61.91305785123967;model/images\image-82681.jpg
59.074074074074076;58.2013769363167;76.61518093556928;5;2.0;121.0;50.0;35;2;7;99.0;61.91305785123967;model/images\image-9871694.jpg
64.85915492957747;62.620535714285715;76.61518093556928;4;1.0;95.0;35.0;10;2;11;98.0;57.50543900543901;model/images\image-8399457.jpg
61.69064748201439;62.620535714285715;76.61518093556928;2;1.0;45.0;15.0;0;7;9;91.97563176895306;57.50543900543901;model/images\image-18065409.jpg
25.875;37.1;32.39297210300429;1;1.0;13.0;8.0;0;5;0;92.0;57.50543900543901;model/images\image-12757067.jpg
40.666666666666664;42.65909090909091;32.39297210300429;2;1.0;15.0;0.0;10;1;1;92.0;57.50543900543901;model/images\image-5529325.jpg
48.121212121212125;46.7008547008547;76.61518093556928;4;2.0;99.0;0.0;20;3;30;100.0;61.91305785123967;model/images\image-16184158.jpg
44.4537037037037;42.639405204460964;76.61518093556928;3;1.0;45.0;15.0;0;1;0;91.97563176895306;61.91305785123967;model/images\image-16631116.jpg
53.640625;63.680851063829785;76.61518093556928;3;1.0;50.0;10.0;10;2;9;95.0;57.50543900543901;model/images\image-7387015.jpg
48.62264150943396;58.2013769363167;76.61518093556928;3;1.0;95.0;20.0;20;5;29;91.97563176895306;61.91305785123967;model/images\image-15233288.jpg
25.3;32.661921708185055;32.39297210300429;2;1.0;26.0;0.0;0;1;0;100.0;48.861111111111114;model/images\image-14987359.jpg
64.85915492957747;62.620535714285715;32.39297210300429;1;2.0;14.0;0.0;0;1;10;91.97563176895306;48.861111111111114;model/images\image-18107706.jpg
35.26712328767123;32.661921708185055;76.61518093556928;7;1.0;35.0;15.0;8;1;6;84.0;61.91305785123967;model/images\image-11585178.jpg
53.37840290381125;62.620535714285715;76.61518093556928;2;1.0;49.0;15.0;0;1;3;92.0;61.91305785123967;model/images\image-15716931.jpg
53.37840290381125;62.620535714285715;32.39297210300429;2;1.0;32.0;15.0;12;3;6;91.0;48.861111111111114;model/images\image-10481818.jpg
72.5973282442748;62.620535714285715;76.61518093556928;2;1.5;74.0;35.0;20;2;0;94.0;61.91305785123967;model/images\image-1092508.jpg
53.37840290381125;62.620535714285715;76.61518093556928;4;1.0;63.0;20.0;10;3;8;93.0;57.50543900543901;model/images\image-772646.jpg
30.1;57.91588785046729;32.39297210300429;2;1.0;20.0;10.0;0;1;19;91.97563176895306;57.50543900543901;model/images\image-18090848.jpg
72.5973282442748;62.620535714285715;76.61518093556928;4;1.0;59.0;0.0;0;2;5;88.0;57.50543900543901;model/images\image-16144353.jpg
49.83695652173913;60.36462093862816;32.39297210300429;2;1.0;30.0;0.0;0;2;0;93.0;57.50543900543901;model/images\image-8903383.jpg
62.6;57.91588785046729;76.61518093556928;5;1.0;70.0;27.0;10;1;0;91.97563176895306;48.861111111111114;model/images\image-17709018.jpg
53.37840290381125;62.620535714285715;32.39297210300429;1;1.0;30.0;0.0;15;2;15;92.0;57.50543900543901;model/images\image-11943083.jpg
49.83695652173913;60.36462093862816;32.39297210300429;1;1.0;18.0;5.0;5;1;0;97.0;57.50543900543901;model/images\image-15923933.jpg
45.64242424242424;42.639405204460964;32.39297210300429;2;1.0;30.0;0.0;0;3;0;93.0;57.50543900543901;model/images\image-3077316.jpg
34.46;32.661921708185055;32.39297210300429;2;1.0;20.0;10.0;7;1;12;81.0;61.91305785123967;model/images\image-9247023.jpg
72.5973282442748;62.620535714285715;76.61518093556928;4;2.0;99.0;25.0;0;2;12;91.97563176895306;57.50543900543901;model/images\image-18046720.jpg
48.121212121212125;46.7008547008547;76.61518093556928;2;1.0;150.0;0.0;0;1;28;100.0;57.50543900543901;model/images\image-5725982.jpg
61.69064748201439;62.620535714285715;76.61518093556928;2;1.5;68.0;45.0;0;2;8;95.0;57.50543900543901;model/images\image-3894357.jpg
53.37840290381125;62.620535714285715;76.61518093556928;2;1.0;52.0;0.0;0;2;9;95.0;61.91305785123967;model/images\image-779960.jpg
61.64102564102564;49.3515625;32.39297210300429;1;2.0;24.0;0.0;0;1;0;100.0;48.861111111111114;model/images\image-7333071.jpg
34.46;32.661921708185055;32.39297210300429;3;2.0;20.0;10.0;10;1;24;91.97563176895306;61.91305785123967;model/images\image-17742606.jpg
61.69064748201439;62.620535714285715;76.61518093556928;4;1.0;60.0;0.0;0;2;3;95.0;61.91305785123967;model/images\image-439699.jpg
64.85915492957747;62.620535714285715;76.61518093556928;4;1.0;62.0;45.0;20;3;9;92.0;57.50543900543901;model/images\image-2000989.jpg
64.85915492957747;62.620535714285715;32.39297210300429;4;2.0;35.0;0.0;10;1;9;93.0;61.91305785123967;model/images\image-11248646.jpg
40.857142857142854;42.5;32.39297210300429;1;1.0;25.0;0.0;20;4;0;98.0;48.861111111111114;model/images\image-902046.jpg
61.69064748201439;62.620535714285715;76.61518093556928;4;1.0;100.0;25.0;20;2;15;91.97563176895306;57.50543900543901;model/images\image-17747935.jpg
55.28333333333333;58.2013769363167;76.61518093556928;2;1.0;112.0;0.0;0;5;29;91.97563176895306;48.861111111111114;model/images\image-18083289.jpg
48.121212121212125;46.7008547008547;32.39297210300429;2;1.0;30.0;0.0;0;1;0;91.97563176895306;48.861111111111114;model/images\image-5966006.jpg
61.69064748201439;62.620535714285715;76.61518093556928;4;1.0;45.0;25.0;0;1;5;79.0;61.91305785123967;model/images\image-5266480.jpg
69.01379310344828;62.620535714285715;76.61518093556928;5;2.0;89.0;0.0;0;1;4;91.97563176895306;48.861111111111114;model/images\image-14569835.jpg
61.69064748201439;62.620535714285715;76.61518093556928;3;1.0;103.0;77.0;17;3;0;85.0;61.91305785123967;model/images\image-13196299.jpg
72.5973282442748;62.620535714285715;76.61518093556928;2;1.0;50.0;25.0;0;1;1;96.0;61.91305785123967;model/images\image-16606749.jpg
38.5;60.36462093862816;76.61518093556928;2;1.0;50.0;0.0;0;2;13;88.0;48.861111111111114;model/images\image-499173.jpg
69.01379310344828;62.620535714285715;76.61518093556928;4;1.0;50.0;40.0;10;2;15;90.0;61.91305785123967;model/images\image-817184.jpg
48.121212121212125;46.7008547008547;76.61518093556928;3;1.0;42.0;25.0;20;1;0;91.97563176895306;48.861111111111114;model/images\image-17990165.jpg
64.85915492957747;62.620535714285715;76.61518093556928;2;1.0;120.0;20.0;0;2;10;99.0;61.91305785123967;model/images\image-7579450.jpg
48.62264150943396;58.2013769363167;76.61518093556928;4;1.0;58.0;18.0;15;3;2;93.0;57.50543900543901;model/images\image-9378843.jpg
48.121212121212125;46.7008547008547;32.39297210300429;1;1.0;27.0;0.0;0;1;0;98.0;48.861111111111114;model/images\image-6588037.jpg
35.810810810810814;49.3515625;32.39297210300429;2;2.0;27.0;0.0;27;2;29;100.0;48.861111111111114;model/images\image-15156803.jpg
49.83695652173913;60.36462093862816;76.61518093556928;4;2.0;100.0;0.0;25;2;14;91.97563176895306;57.50543900543901;model/images\image-17930771.jpg
65.49375;62.620535714285715;76.61518093556928;4;1.0;68.0;24.0;8;2;6;90.0;48.861111111111114;model/images\image-11057201.jpg
43.1764705882353;42.65909090909091;76.61518093556928;6;2.0;72.0;20.0;10;2;11;93.0;57.50543900543901;model/images\image-7441347.jpg
53.37840290381125;62.620535714285715;32.39297210300429;2;1.0;32.0;0.0;0;2;0;86.0;57.50543900543901;model/images\image-4729298.jpg
49.125;49.3515625;32.39297210300429;2;1.0;30.0;0.0;10;2;21;91.97563176895306;48.861111111111114;model/images\image-18029942.jpg
72.5973282442748;62.620535714285715;32.39297210300429;2;5.0;34.0;0.0;0;2;0;91.97563176895306;61.91305785123967;model/images\image-5922640.jpg
65.49375;62.620535714285715;76.61518093556928;2;1.0;49.0;15.0;0;2;0;85.0;61.91305785123967;model/images\image-10900611.jpg
48.62264150943396;58.2013769363167;32.39297210300429;1;1.0;30.0;10.0;30;7;0;91.97563176895306;57.50543900543901;model/images\image-1026242.jpg
53.88970588235294;58.2013769363167;32.39297210300429;4;1.0;70.0;0.0;0;2;14;90.0;48.861111111111114;model/images\image-1359703.jpg
44.4537037037037;42.639405204460964;76.61518093556928;6;1.0;110.0;25.0;25;2;9;100.0;61.91305785123967;model/images\image-14855313.jpg
55.270270270270274;68.73872180451127;32.39297210300429;2;2.0;62.0;0.0;0;1;29;91.97563176895306;48.861111111111114;model/images\image-15193714.jpg
56.92857142857143;58.2013769363167;76.61518093556928;2;1.0;50.0;22.0;0;2;6;98.0;48.861111111111114;model/images\image-14640364.jpg
44.4537037037037;42.639405204460964;76.61518093556928;2;1.0;35.0;15.0;0;2;0;91.97563176895306;48.861111111111114;model/images\image-17956081.jpg
62.6;57.91588785046729;32.39297210300429;6;2.0;60.0;0.0;25;1;0;91.97563176895306;57.50543900543901;model/images\image-11714298.jpg
61.69064748201439;62.620535714285715;76.61518093556928;2;1.0;35.0;30.0;0;1;8;77.0;61.91305785123967;model/images\image-17279929.jpg
45.92307692307692;42.65909090909091;32.39297210300429;3;1.0;15.0;0.0;0;1;0;91.97563176895306;48.861111111111114;model/images\image-6423447.jpg
42.2;42.639405204460964;76.61518093556928;3;1.0;49.0;18.0;12;1;0;91.0;61.91305785123967;model/images\image-9471912.jpg
69.01379310344828;62.620535714285715;32.39297210300429;2;1.0;36.0;20.0;5;3;6;92.0;61.91305785123967;model/images\image-8097994.jpg
72.5973282442748;62.620535714285715;76.61518093556928;2;1.0;39.0;0.0;0;2;1;90.0;57.50543900543901;model/images\image-16144315.jpg
53.37840290381125;62.620535714285715;76.61518093556928;6;1.0;50.0;25.0;20;2;8;86.0;57.50543900543901;model/images\image-7607193.jpg
64.85915492957747;62.620535714285715;32.39297210300429;2;1.0;25.0;0.0;30;2;0;97.0;48.861111111111114;model/images\image-3515468.jpg
