Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Reviews per Month;image_path
Embajadores;Centro;Bed & Breakfast;Private room;2;1.0;1.0;1.0;28.0;100.0;5.0;1;10;2;30;3;23;53;53;33;92.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;0.95;model/images\image-3154076.jpg
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;60.0;;10.0;1;0;2;1125;3;14;15;42;13;95.0;10.0;10.0;10.0;9.0;10.0;10.0;flexible;1.56;model/images\image-14151891.jpg
Ciudad Universitaria;Moncloa - Aravaca;Bed & Breakfast;Private room;2;1.0;1.0;2.0;39.0;;;1;0;1;1125;5;5;24;299;18;96.0;10.0;10.0;10.0;10.0;9.0;9.0;flexible;0.95;model/images\image-8404895.jpg
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;55.0;100.0;30.0;2;10;2;10;1;8;21;50;61;99.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;5.81;model/images\image-13151721.jpg
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;6;2.0;2.0;1.0;119.0;200.0;48.0;2;11;4;365;5;24;50;325;11;76.0;8.0;8.0;9.0;8.0;9.0;8.0;moderate;0.36;model/images\image-360979.jpg
Imperial;Arganzuela;Bed & Breakfast;Private room;2;2.0;2.0;1.0;45.0;;14.0;1;13;2;1125;8;26;56;82;88;96.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.52;model/images\image-5615327.jpg
Aluche;Latina;House;Private room;2;1.0;1.0;1.0;22.0;;;1;8;1;1125;21;51;81;356;4;87.0;9.0;9.0;9.0;9.0;9.0;9.0;flexible;0.75;model/images\image-15705717.jpg
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;69.0;;20.0;1;0;2;1125;7;13;19;291;26;95.0;10.0;10.0;10.0;10.0;10.0;9.0;flexible;5.13;model/images\image-15728951.jpg
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;38.0;600.0;50.0;1;0;7;365;0;0;2;262;1;;;;;;;;moderate;0.22;model/images\image-961181.jpg
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;69.0;200.0;;1;0;2;1125;3;3;3;113;1;100.0;10.0;10.0;10.0;8.0;10.0;10.0;strict;0.33;model/images\image-16433300.jpg
Cortes;Centro;Apartment;Private room;2;1.0;2.0;1.0;30.0;;5.0;1;0;1;1125;6;32;62;153;0;;;;;;;;moderate;;model/images\image-18007155.jpg
Palacio;Centro;Apartment;Private room;2;2.0;1.0;1.0;20.0;;15.0;1;0;10;1125;0;0;0;250;0;;;;;;;;strict;;model/images\image-3861023.jpg
Palacio;Centro;Apartment;Private room;1;2.0;1.0;1.0;31.0;;;1;0;7;1125;0;5;35;310;0;;;;;;;;flexible;;model/images\image-17954869.jpg
Palomas;Hortaleza;Apartment;Private room;1;1.0;1.0;1.0;45.0;;;2;0;3;60;0;0;0;182;6;100.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;0.2;model/images\image-740338.jpg
Embajadores;Centro;Apartment;Entire home/apt;8;2.0;2.0;2.0;110.0;150.0;50.0;5;0;2;27;16;35;61;118;8;95.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;3.12;model/images\image-16465243.jpg
Pinar del Rey;Hortaleza;Apartment;Private room;1;1.0;1.0;1.0;18.0;;;1;10;1;1125;16;46;76;351;0;;;;;;;;moderate;;model/images\image-17478205.jpg
Aguilas;Latina;Apartment;Private room;1;1.0;1.0;1.0;14.0;;;1;5;1;1125;0;0;7;221;0;;;;;;;;flexible;;model/images\image-17878993.jpg
Trafalgar;Chamberí;Apartment;Entire home/apt;5;1.0;3.0;4.0;63.0;;20.0;3;10;3;1125;0;7;32;32;12;78.0;9.0;9.0;9.0;9.0;10.0;9.0;flexible;0.54;model/images\image-6234656.jpg
Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;25.0;;;1;0;1;1125;0;0;0;188;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;model/images\image-17812004.jpg
Cuatro Caminos;Tetuán;Apartment;Entire home/apt;3;1.0;1.0;2.0;50.0;150.0;25.0;1;0;3;1125;0;4;5;280;11;86.0;9.0;9.0;10.0;10.0;9.0;9.0;moderate;0.53;model/images\image-6970927.jpg
Embajadores;Centro;Apartment;Private room;3;1.0;1.0;2.0;30.0;;;1;15;2;1125;1;3;33;64;46;86.0;9.0;9.0;9.0;9.0;9.0;9.0;flexible;1.52;model/images\image-4125902.jpg
Puerta del Angel;Latina;Apartment;Private room;2;1.0;1.0;1.0;25.0;;;2;12;1;10;8;31;61;237;3;93.0;10.0;9.0;10.0;10.0;9.0;10.0;flexible;3.0;model/images\image-17651985.jpg
Universidad;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;75.0;200.0;45.0;2;20;3;1125;20;50;80;355;0;;;;;;;;strict;;model/images\image-16908402.jpg
Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;35.0;;10.0;1;25;2;7;21;51;81;356;5;92.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;0.99;model/images\image-15741105.jpg
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;36.0;;18.0;1;0;2;1125;6;18;27;238;3;90.0;9.0;10.0;10.0;10.0;10.0;10.0;moderate;1.64;model/images\image-16924517.jpg
Peñagrande;Fuencarral - El Pardo;Apartment;Private room;2;;1.0;;74.0;;;1;0;1;1125;30;60;90;365;0;;;;;;;;flexible;;model/images\image-913789.jpg
Justicia;Centro;Apartment;Private room;1;1.0;1.0;1.0;26.0;200.0;30.0;1;0;7;1125;0;0;0;264;0;;;;;;;;strict;;model/images\image-17695580.jpg
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;50.0;;25.0;1;0;5;1125;0;0;5;5;51;95.0;10.0;9.0;10.0;10.0;10.0;10.0;strict;1.28;model/images\image-2029823.jpg
Casco Histórico de Vallecas;Villa de Vallecas;Apartment;Private room;2;1.0;1.0;2.0;45.0;100.0;10.0;1;10;1;1125;27;57;87;362;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.23;model/images\image-15907899.jpg
Embajadores;Centro;House;Private room;1;2.0;1.0;1.0;20.0;;15.0;1;5;10;1125;0;6;36;311;0;;;;;;;;strict;;model/images\image-17950551.jpg
Palacio;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;70.0;100.0;20.0;2;15;1;1125;6;15;38;128;106;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;7.79;model/images\image-8408228.jpg
Costillares;Ciudad Lineal;Apartment;Entire home/apt;3;1.0;1.0;2.0;70.0;100.0;;3;20;4;1125;0;0;14;289;13;92.0;10.0;9.0;10.0;10.0;9.0;9.0;strict;0.6;model/images\image-6345232.jpg
Universidad;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;50.0;;;1;20;1;1125;7;22;41;298;3;80.0;10.0;10.0;9.0;9.0;10.0;9.0;moderate;0.54;model/images\image-15602465.jpg
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;59.0;;;1;0;1;1125;2;7;13;230;192;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;4.56;model/images\image-821860.jpg
Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;25.0;;;1;0;2;1125;0;0;0;0;1;80.0;10.0;8.0;10.0;10.0;10.0;8.0;flexible;0.09;model/images\image-12577119.jpg
Almenara;Tetuán;Apartment;Private room;2;1.0;1.0;2.0;19.0;;;1;18;2;365;0;7;37;312;39;95.0;9.0;10.0;10.0;10.0;9.0;10.0;strict;1.22;model/images\image-3502717.jpg
Sol;Centro;Apartment;Private room;2;1.0;1.0;1.0;55.0;200.0;;1;15;2;14;0;0;0;199;100;99.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.67;model/images\image-336869.jpg
Ibiza;Retiro;Apartment;Shared room;1;1.0;1.0;2.0;15.0;;;1;10;2;21;7;32;62;62;8;98.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;3.12;model/images\image-16722483.jpg
Pacífico;Retiro;Apartment;Entire home/apt;8;2.0;4.0;4.0;150.0;300.0;;2;20;5;90;7;11;33;124;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.4;model/images\image-17099289.jpg
Puerta del Angel;Latina;Apartment;Private room;3;1.0;1.0;2.0;35.0;;;1;0;2;1125;15;39;63;63;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.61;model/images\image-16954427.jpg
Valdefuentes;Hortaleza;Apartment;Private room;1;1.0;1.0;1.0;50.0;;;1;0;1;1125;30;60;90;365;0;;;;;;;;flexible;;model/images\image-10082052.jpg
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;84.0;;20.0;2;15;1;30;1;9;25;135;103;91.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;6.51;model/images\image-9401881.jpg
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;109.0;150.0;25.0;2;20;3;30;7;15;27;290;141;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;4.42;model/images\image-3584830.jpg
Recoletos;Salamanca;Apartment;Entire home/apt;2;1.0;0.0;1.0;69.0;;;1;0;2;1125;18;18;18;18;0;;;;;;;;moderate;;model/images\image-17966078.jpg
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;75.0;300.0;40.0;2;20;2;1125;6;25;48;323;21;96.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;0.45;model/images\image-1256157.jpg
Casco Histórico de Barajas;Barajas;Condominium;Private room;2;0.5;1.0;2.0;45.0;;;1;15;1;1125;0;0;0;157;37;96.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;2.36;model/images\image-9667317.jpg
San Andrés;Villaverde;Apartment;Entire home/apt;7;2.0;3.0;4.0;70.0;;;1;0;1;1125;0;0;0;13;0;;;;;;;;flexible;;model/images\image-17860575.jpg
Palacio;Centro;Loft;Entire home/apt;6;1.0;3.0;4.0;75.0;100.0;30.0;2;15;1;1125;1;3;3;3;9;95.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.54;model/images\image-7812224.jpg
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;65.0;;20.0;1;0;3;15;8;21;29;49;1;80.0;6.0;8.0;10.0;10.0;10.0;10.0;moderate;1.0;model/images\image-17502428.jpg
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;90.0;;15.0;1;0;3;45;0;0;0;0;0;;;;;;;;moderate;;model/images\image-17844524.jpg
Cortes;Centro;Condominium;Entire home/apt;8;2.0;4.0;6.0;99.0;500.0;;1;0;2;1125;3;5;11;80;26;91.0;9.0;9.0;10.0;9.0;10.0;9.0;moderate;3.38;model/images\image-13509563.jpg
Vallehermoso;Chamberí;Apartment;Entire home/apt;4;1.0;2.0;4.0;74.0;450.0;30.0;2;12;2;120;4;7;10;89;45;99.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.94;model/images\image-9986394.jpg
Guindalera;Salamanca;Apartment;Private room;2;1.0;1.0;2.0;18.0;;;1;17;1;1125;0;0;5;280;17;87.0;9.0;9.0;9.0;9.0;9.0;9.0;strict;1.14;model/images\image-10460250.jpg
Embajadores;Centro;Bed & Breakfast;Private room;1;1.5;1.0;1.0;50.0;200.0;50.0;1;0;2;180;0;0;0;33;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.08;model/images\image-821556.jpg
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;4;2.0;2.0;2.0;150.0;;60.0;4;0;2;1125;1;1;7;282;8;95.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.52;model/images\image-8127341.jpg
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;2.0;49.0;89.0;25.0;3;0;2;1125;5;17;34;115;126;83.0;8.0;8.0;10.0;10.0;9.0;9.0;moderate;3.8;model/images\image-2917180.jpg
Numancia;Puente de Vallecas;Apartment;Entire home/apt;4;1.0;3.0;3.0;65.0;200.0;40.0;1;0;2;1125;14;42;67;342;65;97.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;2.35;model/images\image-4791617.jpg
Apostol Santiago;Hortaleza;Apartment;Private room;2;2.0;1.0;2.0;25.0;80.0;10.0;1;10;2;1125;8;38;68;343;21;96.0;9.0;9.0;10.0;10.0;8.0;9.0;moderate;0.69;model/images\image-4089145.jpg
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;75.0;;;2;0;2;1125;16;46;76;351;13;90.0;9.0;9.0;10.0;10.0;9.0;9.0;strict;0.27;model/images\image-797713.jpg
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;70.0;;;1;0;2;1125;0;0;0;10;13;88.0;10.0;9.0;10.0;9.0;10.0;9.0;strict;3.51;model/images\image-16234950.jpg
Gaztambide;Chamberí;Apartment;Private room;2;1.0;1.0;1.0;27.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;;model/images\image-13795996.jpg
Casco Histórico de Vicálvaro;Vicálvaro;Apartment;Private room;2;1.0;1.0;2.0;25.0;100.0;5.0;1;0;1;1125;26;56;86;361;0;;;;;;;;flexible;;model/images\image-16392617.jpg
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;55.0;96.0;30.0;1;0;2;1125;17;47;77;77;2;90.0;9.0;8.0;7.0;10.0;10.0;6.0;flexible;2.0;model/images\image-17391616.jpg
Sol;Centro;Apartment;Private room;1;2.0;1.0;1.0;39.0;200.0;30.0;1;0;7;1125;0;0;6;40;1;80.0;8.0;10.0;10.0;8.0;10.0;8.0;strict;0.11;model/images\image-11468248.jpg
Chopera;Arganzuela;House;Private room;6;2.0;4.0;6.0;23.0;150.0;25.0;1;22;4;10000;14;44;74;349;8;95.0;9.0;8.0;9.0;9.0;9.0;9.0;strict;0.16;model/images\image-561149.jpg
Ambroz;Vicálvaro;Apartment;Entire home/apt;4;1.0;2.0;4.0;34.0;100.0;20.0;1;25;1;1125;0;0;0;244;0;;;;;;;;moderate;;model/images\image-16672426.jpg
Pinar del Rey;Hortaleza;Apartment;Private room;2;1.0;1.0;1.0;28.0;;;1;5;1;1125;30;60;90;365;5;85.0;9.0;8.0;9.0;9.0;10.0;8.0;flexible;0.35;model/images\image-10548316.jpg
Legazpi;Arganzuela;Apartment;Private room;2;2.0;1.0;1.0;30.0;;;1;0;1;1125;0;0;0;0;1;;;;;;;;moderate;0.11;model/images\image-13542732.jpg
Sol;Centro;House;Entire home/apt;4;1.0;2.0;3.0;64.0;100.0;30.0;2;15;1;1125;5;16;33;297;86;99.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;5.13;model/images\image-9385154.jpg
Justicia;Centro;Apartment;Entire home/apt;4;2.0;2.0;4.0;140.0;;35.0;1;0;2;1125;11;33;57;57;34;99.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.52;model/images\image-11287721.jpg
Guindalera;Salamanca;Apartment;Entire home/apt;9;2.0;4.0;9.0;85.0;150.0;40.0;3;20;1;1125;18;47;77;352;0;;;;;;;;strict;;model/images\image-16262642.jpg
Trafalgar;Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;50.0;;15.0;1;0;2;1125;4;32;62;62;33;91.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;2.32;model/images\image-10697270.jpg
Goya;Salamanca;House;Entire home/apt;4;1.0;0.0;2.0;50.0;99.0;29.0;1;0;1;100;6;22;31;305;83;92.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;7.26;model/images\image-12279911.jpg
Jerónimos;Retiro;Other;Entire home/apt;4;1.0;2.0;2.0;59.0;99.0;22.0;1;0;1;99;3;15;37;248;39;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;6.84;model/images\image-15332078.jpg
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;75.0;100.0;;2;15;4;1125;2;11;26;66;34;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.2;model/images\image-13104238.jpg
Justicia;Centro;Apartment;Private room;2;2.0;1.0;1.0;29.0;150.0;10.0;1;0;1;1125;15;45;75;350;73;87.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;3.07;model/images\image-5795837.jpg
Guindalera;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;2.0;61.0;250.0;35.0;1;12;1;180;17;47;77;168;25;95.0;10.0;10.0;10.0;10.0;9.0;9.0;strict;2.73;model/images\image-11542931.jpg
Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;69.0;100.0;30.0;1;10;1;30;12;34;57;140;75;87.0;10.0;9.0;9.0;9.0;10.0;9.0;strict;2.9;model/images\image-5313949.jpg
Pacífico;Retiro;Apartment;Entire home/apt;4;1.0;2.0;3.0;77.0;200.0;;2;15;3;90;6;20;37;312;38;95.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;0.73;model/images\image-676566.jpg
Palacio;Centro;Loft;Entire home/apt;2;1.0;0.0;2.0;43.0;;;1;0;2;1125;0;0;0;38;17;74.0;9.0;7.0;10.0;9.0;10.0;9.0;strict;1.68;model/images\image-12530523.jpg
Cortes;Centro;Apartment;Entire home/apt;8;1.0;2.0;5.0;115.0;150.0;60.0;6;0;2;15;6;18;29;281;44;99.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;5.26;model/images\image-13751298.jpg
Justicia;Centro;Apartment;Private room;1;1.0;1.0;1.0;39.0;;18.0;1;20;2;10;11;41;68;158;21;95.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.44;model/images\image-10173465.jpg
Pacífico;Retiro;Apartment;Private room;3;1.0;1.0;3.0;18.0;;10.0;1;8;1;1125;6;17;47;137;15;87.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;1.32;model/images\image-11737749.jpg
Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;80.0;300.0;35.0;2;20;2;1125;11;16;25;142;22;93.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;1.61;model/images\image-5925522.jpg
Aluche;Latina;Apartment;Private room;1;1.0;1.0;1.0;15.0;;;1;0;4;1125;2;32;62;337;7;90.0;9.0;10.0;9.0;9.0;9.0;9.0;flexible;0.55;model/images\image-11844156.jpg
Universidad;Centro;House;Entire home/apt;2;1.0;1.0;1.0;40.0;;;1;0;2;8;0;0;0;0;2;90.0;9.0;7.0;10.0;10.0;10.0;9.0;moderate;0.27;model/images\image-13657381.jpg
Numancia;Puente de Vallecas;Apartment;Private room;1;1.0;1.0;1.0;20.0;;;1;0;1;1125;10;40;70;70;0;;;;;;;;flexible;;model/images\image-16327884.jpg
Almagro;Chamberí;Bed & Breakfast;Private room;1;6.0;1.0;1.0;45.0;;;1;45;1;1125;0;0;0;97;0;;;;;;;;strict;;model/images\image-3745053.jpg
Embajadores;Centro;Apartment;Entire home/apt;6;2.0;2.0;3.0;110.0;150.0;42.0;4;20;2;1125;6;17;35;125;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.75;model/images\image-17281972.jpg
Rios Rosas;Chamberí;Other;Private room;2;1.0;1.0;1.0;24.0;;;2;0;2;180;5;7;28;276;244;92.0;9.0;9.0;10.0;10.0;9.0;9.0;strict;4.28;model/images\image-479903.jpg
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;85.0;150.0;40.0;2;20;2;1125;0;0;0;0;27;88.0;10.0;10.0;8.0;9.0;10.0;9.0;strict;0.7;model/images\image-2156304.jpg
Embajadores;Centro;Apartment;Entire home/apt;2;;1.0;;34.0;;;1;6;6;1125;2;3;4;189;49;88.0;9.0;9.0;10.0;9.0;9.0;9.0;flexible;1.01;model/images\image-1006081.jpg
Arapiles;Chamberí;Apartment;Entire home/apt;4;1.0;3.0;4.0;147.0;;60.0;1;0;3;1125;0;0;0;3;0;;;;;;;;strict;;model/images\image-15390153.jpg
Justicia;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;80.0;250.0;20.0;1;0;2;1125;14;29;49;312;9;96.0;9.0;10.0;10.0;9.0;10.0;10.0;flexible;2.01;model/images\image-15879980.jpg
Cortes;Centro;Apartment;Private room;6;1.0;1.0;1.0;42.0;;;2;15;2;1125;21;51;81;356;7;77.0;8.0;8.0;9.0;8.0;10.0;7.0;strict;0.32;model/images\image-6508672.jpg
El Viso;Chamartín;House;Private room;1;1.0;1.0;1.0;22.0;;;1;0;6;1125;0;0;0;209;46;99.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.2;model/images\image-1882845.jpg
Guindalera;Salamanca;Apartment;Private room;2;1.0;1.0;2.0;26.0;;;1;20;1;1125;6;35;65;340;2;70.0;7.0;9.0;6.0;9.0;10.0;8.0;strict;0.18;model/images\image-12091585.jpg
Sol;Centro;Condominium;Entire home/apt;3;1.0;0.0;2.0;44.0;;10.0;2;12;4;1125;0;9;34;34;23;94.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;3.29;model/images\image-14765322.jpg
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;85.0;200.0;30.0;1;0;3;1125;12;37;62;148;44;95.0;9.0;10.0;10.0;10.0;10.0;10.0;moderate;2.09;model/images\image-7031712.jpg
Guindalera;Salamanca;Apartment;Private room;1;1.0;1.0;1.0;27.0;;;1;0;1;4;0;0;0;0;18;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.16;model/images\image-5304907.jpg
Palacio;Centro;Bed & Breakfast;Private room;1;2.0;1.0;1.0;30.0;;;1;0;10;1125;30;60;90;365;4;75.0;8.0;9.0;9.0;9.0;9.0;8.0;flexible;0.18;model/images\image-6584180.jpg
Sol;Centro;Apartment;Private room;2;5.0;1.0;1.0;31.0;200.0;;1;0;2;1125;0;0;0;0;1;40.0;4.0;2.0;4.0;10.0;8.0;6.0;strict;0.1;model/images\image-6012785.jpg
Embajadores;Centro;Apartment;Entire home/apt;5;2.0;2.0;3.0;185.0;200.0;95.0;4;0;4;1125;13;33;53;305;41;95.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;2.03;model/images\image-6681986.jpg
Cortes;Centro;Apartment;Entire home/apt;6;2.0;3.0;6.0;98.0;200.0;30.0;2;10;2;1125;0;8;17;207;33;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;5.89;model/images\image-15487784.jpg
Embajadores;Centro;House;Private room;1;1.0;1.0;1.0;25.0;;15.0;1;5;10;1125;0;6;36;311;0;;;;;;;;strict;;model/images\image-17933815.jpg
Canillas;Hortaleza;Apartment;Private room;2;2.0;1.0;1.0;27.0;;;1;28;1;1125;24;54;84;359;19;95.0;9.0;10.0;10.0;10.0;10.0;10.0;flexible;2.1;model/images\image-13008942.jpg
Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;55.0;100.0;30.0;2;15;3;30;9;11;30;305;104;89.0;9.0;9.0;10.0;9.0;10.0;9.0;moderate;3.11;model/images\image-3481801.jpg
Chopera;Arganzuela;Apartment;Private room;1;2.0;1.0;1.0;21.0;;;1;15;1;1125;7;19;49;324;41;98.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.44;model/images\image-4723111.jpg
Recoletos;Salamanca;Apartment;Entire home/apt;3;1.0;1.0;2.0;65.0;85.0;15.0;3;20;3;1125;1;1;1;1;20;95.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;1.59;model/images\image-7471750.jpg
Universidad;Centro;Bed & Breakfast;Private room;4;0.5;1.0;4.0;80.0;;;1;0;1;1125;26;56;86;176;0;;;;;;;;flexible;;model/images\image-16373504.jpg
Comillas;Carabanchel;Apartment;Entire home/apt;2;1.0;0.0;1.0;23.0;;15.0;1;0;2;1125;7;24;48;129;49;93.0;9.0;9.0;10.0;10.0;9.0;9.0;strict;4.38;model/images\image-10056696.jpg
Puerta del Angel;Latina;Apartment;Private room;1;2.0;1.0;1.0;15.0;;;1;10;2;1125;0;0;5;280;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.17;model/images\image-12747373.jpg
Opañel;Carabanchel;Apartment;Private room;2;1.0;1.0;2.0;24.0;;;1;0;2;1125;24;54;84;174;12;87.0;9.0;9.0;9.0;10.0;9.0;9.0;moderate;1.99;model/images\image-15385882.jpg
Pacífico;Retiro;Apartment;Entire home/apt;5;1.0;2.0;3.0;80.0;150.0;30.0;3;10;2;30;7;19;32;117;10;94.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;2.52;model/images\image-16190655.jpg
Palacio;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;40.0;;30.0;1;0;2;1125;8;17;17;114;8;66.0;8.0;7.0;7.0;8.0;9.0;7.0;strict;1.5;model/images\image-15729350.jpg
Trafalgar;Chamberí;Apartment;Entire home/apt;3;1.0;1.0;2.0;80.0;200.0;30.0;2;20;2;60;12;24;30;104;36;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.53;model/images\image-3826572.jpg
San Juan Bautista;Ciudad Lineal;Loft;Entire home/apt;2;1.0;1.0;1.0;95.0;400.0;30.0;2;20;4;1125;30;60;90;365;8;73.0;9.0;7.0;8.0;9.0;9.0;7.0;strict;0.18;model/images\image-726408.jpg
Justicia;Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;75.0;200.0;30.0;2;15;3;15;7;15;19;265;149;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;4.45;model/images\image-2241267.jpg
Justicia;Centro;Apartment;Entire home/apt;4;1.0;0.0;1.0;65.0;100.0;;2;15;1;1125;0;2;10;10;125;96.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;5.86;model/images\image-7131451.jpg
Argüelles;Moncloa - Aravaca;Apartment;Private room;1;1.0;1.0;1.0;25.0;;;1;0;1;1125;0;0;0;0;10;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.72;model/images\image-11221045.jpg
El Viso;Chamartín;House;Private room;1;1.0;1.0;1.0;35.0;;;1;0;1;1125;0;0;0;97;0;;;;;;;;flexible;;model/images\image-11895153.jpg
Bellas Vistas;Tetuán;Apartment;Entire home/apt;6;1.0;2.0;3.0;59.0;;20.0;2;10;2;1125;5;15;29;235;11;82.0;9.0;8.0;10.0;10.0;8.0;9.0;strict;1.48;model/images\image-9198240.jpg
Embajadores;Centro;Apartment;Private room;4;1.0;1.0;2.0;30.0;;;1;0;2;30;9;25;35;107;3;100.0;9.0;7.0;10.0;10.0;9.0;9.0;moderate;2.09;model/images\image-16926059.jpg
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;2.0;55.0;90.0;20.0;2;10;2;365;0;4;24;297;257;85.0;8.0;9.0;9.0;9.0;10.0;8.0;moderate;4.45;model/images\image-531854.jpg
Aguilas;Latina;Apartment;Entire home/apt;5;1.0;2.0;4.0;59.0;;25.0;3;10;3;1125;11;31;48;323;19;92.0;10.0;9.0;10.0;10.0;9.0;9.0;strict;0.64;model/images\image-4376412.jpg
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;54.0;100.0;20.0;2;0;1;1125;7;29;51;142;113;85.0;9.0;9.0;9.0;10.0;9.0;9.0;strict;2.68;model/images\image-1627847.jpg
